record_key,screen_class,evidence_tier,species_scope,species_basis,screen_basis,review_status,title,authors,journal,publication_year,publication_types,is_preprint,has_preprint_version,linked_published_doi,doi,pmid,pmcid,cited_by_count,abstract_available,human_evidence,exercise_evidence,metabolomics_evidence,genetics_evidence,cpet_evidence,actigraphy_evidence,body_composition_evidence,diet_evidence,intervention_design,subject_term_evidence,homonym_risk,data_availability_evidence,accessions_in_record_text,source_systems,cross_source_conflicts,record_url,source_urls
doi:10.3389/fonc.2022.1014748,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Understanding emerging bioactive metabolites with putative roles in cancer biology,"Philips O, Sultonova M, Blackmore B, Murphy JP.",Frontiers in oncology,2022,journal article; review; review-article,false,false,,10.3389/fonc.2022.1014748,36249070,PMC9557195,3,true,yes:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/36249070,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1016/j.tem.2025.07.005,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,Exercise pills for cardiometabolic health cannot mimic the exercise milieu,"Plaza-Florido A, Lindholm ME, Carrera-Bastos P, Santos-Lozano A, Valenzuela PL, Fiuza-Luces C, Radom-Aizik S, Lucia A.",Trends in endocrinology and metabolism: TEM,2026,journal article; research-article; review,false,false,,10.1016/j.tem.2025.07.005,40784868,PMC12688322,2,true,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/40784868,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1371/journal.pbio.3003617,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,Targeting immunometabolism in cancer through pharmacological and lifestyle interventions,"Tan RJY, Liu Y, Chen W, Liang Y, Ling GS.",PLoS biology,2026,journal article; review; review-article,false,false,,10.1371/journal.pbio.3003617,41557725,PMC12844506,2,true,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/41557725,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1098/rsob.250092,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,Brain amino acid sensing for organismal amino acid homeostasis,"Tsang AH, Samson L, Blouet C.",Open biology,2025,"journal article; research support, non-u.s. gov't; review; review-article",false,false,,10.1098/rsob.250092,40763801,PMC12324885,2,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/40763801,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1111/dom.16442,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Metformin use in prediabetes: A review of evidence and a focus on metabolic features among peri-menopausal women,"Lim BSY, Chen M, Li HY, Li LJ.","Diabetes, obesity & metabolism",2025,journal article; research-article; review,false,false,,10.1111/dom.16442,40329646,PMC12094222,2,true,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/40329646,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1210/endrev/bnaf004,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Antiobesity Pharmacotherapy for Patients With Genetic Obesity Due to Defects in the Leptin-Melanocortin Pathway,"Welling MS, van Rossum EFC, van den Akker ELT.",Endocrine reviews,2025,journal article; review; review-article,false,false,,10.1210/endrev/bnaf004,39929239,PMC12063102,2,true,yes:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,observational_cohort_or_cross_sectional,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39929239,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1177/26331055231191523,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,The Physiological and Molecular Links Between Physical Activity and Brain Health: A Review,"Schock S, Hakim A.",Neuroscience insights,2023,journal article; review; review-article,false,false,,10.1177/26331055231191523,37600456,PMC10436988,2,true,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/37600456,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1007/s11306-026-02416-6,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Metabolomic profiling in phenylketonuria: a systematic review of human studies,"Gonzalez-Rodriguez A, Urpi-Sarda M, Barrau-Martinez B, Campins-Machado FM, Bakkali-Aissaoui H, Pané A, Moreno PJ, Ortega E, Garcia-Villoria J, Ormazabal A, Garcia-Arenas D, Junqué C, Garrabou G, Llorach R, Consortium PKU.cat.",Metabolomics : Official journal of the Metabolomic Society,2026,journal article; review-article; systematic review,false,false,,10.1007/s11306-026-02416-6,41793569,PMC12967636,1,true,yes:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/41793569,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1007/s13679-025-00683-3,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,advisory_only,Lac-Phe: An Emerging Appetite-Regulating Exerkine with Health and Therapeutic Benefits,"Wang N, Zhang J, Zhang X, Xuan D.",Current obesity reports,2026,journal article; review,false,false,,10.1007/s13679-025-00683-3,41504957,,1,true,no_signal:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,crossref; europe_pmc,,https://europepmc.org/article/MED/41504957,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance; https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1152/physiol.00002.2025,secondary_synthesis,peer_reviewed_secondary_synthesis,human_and_animal,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,"What Do We Know of Human Fuel Use during Aerobic Exercise, and How Do We Know It?","Axsom J, Arany Z.","Physiology (Bethesda, Md.)",2026,journal article; research-article; review,false,false,,10.1152/physiol.00002.2025,40763088,PMC12375902,1,true,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/40763088,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.2147/ndt.s584034,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Depression and Gastrointestinal Health Abnormalities: Treatment Approaches from the Perspective of Traditional Chinese Medicine,"Lu K, Tang A, Liu Y, Li L, Fang R, Zhang S, Chen Y, Cao F.",Neuropsychiatric disease and treatment,2026,journal article; review; review-article,false,false,,10.2147/ndt.s584034,41756058,PMC12932092,1,true,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/41756058,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1002/advs.202501820,secondary_synthesis,peer_reviewed_secondary_synthesis,not_stated_in_retrieved_text,no_species_term_in_abstract,tier=peer_reviewed_secondary_synthesis; species_basis=no_species_term_in_abstract; text_basis=text_with_abstract,requires_human_review,Cardiovascular Disease Meets Cancer: Exploring the Epidemiology in China and Homotherapy Targeting Intersectional Mechanisms,"Xiang S, Shan Y, Xu S, Wang J, Luo M, Zhou J, Chen Q.","Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2025,journal article; review; review-article,false,false,,10.1002/advs.202501820,40884288,PMC12499479,1,true,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/40884288,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1080/07435800.2025.2545832,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,"Blood metabolome of cardiovascular disease, diabetic kidney disease, and diabetic retinopathy in type 2 diabetes patients: A systematic review and meta-analysis","Kuo S, Li D, Wargny M, Yoshida T, Yoshida Y.",Endocrine research,2025,journal article; meta-analysis; research-article; systematic review,false,false,,10.1080/07435800.2025.2545832,40835231,PMC12477947,1,true,yes:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,observational_cohort_or_cross_sectional,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/40835231,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.3390/ijms262210864,secondary_synthesis,peer_reviewed_secondary_synthesis,human,title_abstract_text,tier=peer_reviewed_secondary_synthesis; species_basis=title_abstract_text; text_basis=text_with_abstract,requires_human_review,Unraveling Obesity: A Five-Year Integrative Review of Transcriptomic Data,"Tarbeeva S, Kliuchnikova A, Kozlova A, Sarygina E, Ilgisonis E, Ponomarenko E.",International journal of molecular sciences,2025,journal article; review; review-article,false,false,,10.3390/ijms262210864,41303351,PMC12652754,1,true,yes:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,observational_cohort_or_cross_sectional,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/41303351,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
